Iowa DOT Case Number,Law Enforcement Case Number,Date of Crash,Month of Crash,Day of Week,Time of Crash,Hour,DOT District,City Name,County Name,Route with System,Location Description,First Harmful Event,Location of First Harmful Event,Manner of Crash/Collision,Major Cause,Drug or Alcohol ,Environmental Conditions,Light Conditions,Surface Conditions,Weather Conditions,Roadway Contribution,Roadway Type,Roadway Surface,Work Zone,Crash Severity,Number of Fatalities,Number of Injuries,Number of Major Injuries,Number of Minor Injuries,Number of Possible Injuries,Number of Unknown Injuries,Amount of Property Damage,Number of Vehicles Involved,Total Number of Occupants,Travel Direction,Location
2009490426,2009007703,01/29/2009,01-January,5-Thursday,09:45,0900 Hours,District 1 (Central),,,US 20,US 20,Non-collision events:  Overturn/rollover,On Roadway,Non-collision (single vehicle),Crossed centerline (undivided),None Indicated,None apparent,Daylight,Ice/frost,"Blowing sand, soil, dirt","Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,N/A,Possible/Unknown,0,1,0,0,1,0,2000,1,1,N/A,POINT (-93.77478667099 42.449108997533)
2009490039,09-0358,01/30/2009,01-January,6-Friday,19:00,1900 Hours,District 3 (Northwest),,,US 59,US 59,Collision with:  Other non-fixed object (explain in narrative),On Roadway,Non-collision (single vehicle),Other (explain in narrative):  No improper action,None Indicated,Animal in roadway,Dark - roadway not lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,3000,1,1,N/A,POINT (-95.343762899572 41.942627162271)
2009491642,2009-004981,01/30/2009,01-January,6-Friday,01:51,0100 Hours,District 6 (East Central),,,,IOWA AVE & S  DUBUQUE ST & N DUBUQUE ST,Collision with:  Vehicle in traffic,On Roadway,"Angle, oncoming left turn",FTYROW:  Making left turn,None Indicated,None apparent,Dark - roadway lighted,Dry,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,2500,2,4,N/A,POINT (-91.533098706922 41.661271085317)
2009491098,W09-011694,01/31/2009,01-January,7-Saturday,18:16,1800 Hours,District 2 (Northeast),,,US 63,US 63/W 1ST ST/E 1ST ST & LAFAYETTE ST,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Made improper turn,None Indicated,None apparent,Dark - roadway lighted,Wet,Clear,None apparent,Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,4000,2,5,N/A,POINT (-92.339259759519 42.501823024882)
2009493483,CL09000428,02/01/2009,02-February,1-Sunday,22:00,2200 Hours,District 6 (East Central),,,,PARK PL,Collision with:  Parked motor vehicle,On Roadway,"Sideswipe, same direction",Unknown,None Indicated,None apparent,Dark - unknown roadway lighting,Unknown,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,2000,2,1,N/A,POINT (-90.190435676442 41.853439750623)
2009491185,090387,02/02/2009,02-February,2-Monday,07:56,0700 Hours,District 3 (Northwest),,,US 59,US 59,Non-collision events:  Overturn/rollover,Shoulder,Non-collision (single vehicle),Swerving/Evasive Action,None Indicated,None apparent,Daylight,Ice/frost,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,10000,1,1,N/A,POINT (-95.439504317801 42.146512083581)
2009494580,,02/03/2009,02-February,3-Tuesday,20:15,2000 Hours,District 4 (Southwest),,,US 34,US 34,Collision with:  Animal,On Roadway,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,Dark - roadway not lighted,Dry,Clear,N/A,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,1644,1,2,N/A,POINT (-95.194864017114 41.02571280753)
2009491472,,02/03/2009,02-February,3-Tuesday,11:00,1100 Hours,District 1 (Central),,,,GRAND AVE,Collision with:  Vehicle in traffic,On Roadway,"Angle, oncoming left turn",FTYROW:  Making left turn,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Crossover-related,Paved,N/A,Possible/Unknown,0,1,0,0,1,0,5000,2,3,N/A,POINT (-93.643564651258 41.584433554382)
2009492455,200901924,02/04/2009,02-February,4-Wednesday,15:51,1500 Hours,District 6 (East Central),,,US 30,US 30/LINCOLN FWY,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Animal,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Possible/Unknown,0,1,0,0,1,0,18550,4,6,N/A,POINT (-91.706400258272 41.936076108081)
2009492108,09-3637,02/05/2009,02-February,5-Thursday,01:06,0100 Hours,District 3 (Northwest),,,,5TH ST & PIERCE ST,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Unknown,None Indicated,None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,1000,2,5,N/A,POINT (-96.404934017278 42.495263399382)
2009495359,20090003968,02/06/2009,02-February,6-Friday,11:00,1100 Hours,District 1 (Central),,,,LOCUST ST & 13TH ST,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Made improper turn,None Indicated,None apparent,Daylight,Dry,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,4000,2,16,N/A,POINT (-93.633576710852 41.584993434807)
2009492353,,02/06/2009,02-February,6-Friday,12:06,1200 Hours,District 1 (Central),,,IA 163,IA 163/E UNIVERSITY AVE & E 23RD ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From stop sign,None Indicated,None apparent,Daylight,Dry,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,2500,2,2,N/A,POINT (-93.574496627813 41.600463034028)
2009491747,09-4415,02/07/2009,02-February,7-Saturday,21:00,2100 Hours,District 4 (Southwest),,,,S 9TH ST,Collision with:  Parked motor vehicle,On Roadway,Head-on (front to front),Lost Control,Alcohol (Statutory),None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,7000,3,1,N/A,POINT (-95.857503775923 41.258273960002)
2009491985,21-2009,02/08/2009,02-February,1-Sunday,11:20,1100 Hours,District 4 (Southwest),,,,Co Rd F50/250TH ST,Collision with fixed object:  Ditch,On Roadway,Unknown,Swerving/Evasive Action,None Indicated,None apparent,Daylight,"Mud, dirt",Clear,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Unpaved,N/A,Minor Injury,0,4,0,4,0,0,5000,1,4,N/A,POINT (-95.700192287497 41.645858131609)
2009492103,09-0584,02/09/2009,02-February,2-Monday,13:20,1300 Hours,District 1 (Central),,,,CENTRAL AVE & S 9TH ST & N 9TH ST,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,None apparent,Daylight,Wet,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,1500,2,4,N/A,POINT (-94.1861520437 42.505244062324)
2009496227,09-1256,02/09/2009,02-February,2-Monday,07:40,0700 Hours,District 3 (Northwest),,,US 30,US 30/6TH ST & GRANT RD,Collision with fixed object:  Utility pole/light support,Shoulder,Non-collision (single vehicle),Swerving/Evasive Action,None Indicated,None apparent,Daylight,Wet,Rain,None apparent,Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,2400,1,1,N/A,POINT (-94.859273486279 42.064012766194)
2009492266,09-4723,02/10/2009,02-February,3-Tuesday,12:55,1200 Hours,District 4 (Southwest),,,US 6,US 6/KANESVILLE BLVD,Collision with:  Vehicle in traffic,On Roadway,"Angle, oncoming left turn",FTYROW:  Making left turn,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,2200,2,2,N/A,POINT (-95.810513594372 41.279380694076)
2009492659,09-4308,02/11/2009,02-February,4-Wednesday,17:13,1700 Hours,District 3 (Northwest),,,,W 19TH ST & CENTER ST,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,None apparent,Daylight,Dry,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,2500,2,4,N/A,POINT (-96.421171379797 42.510528083585)
2009493940,2009010885,02/12/2009,02-February,5-Thursday,18:15,1800 Hours,District 6 (East Central),,,I-80,I-80 & Co Rd W16/R AVE,Collision with fixed object:  Guardrail - face,Median,Non-collision (single vehicle),Swerving/Evasive Action,None Indicated,None apparent,Dusk,Dry,Clear,Other (explain in narrative),Non-intersection:  Other non-intersection (explain in narrative),Paved,N/A,Property Damage Only,0,0,0,0,0,0,24673,2,2,N/A,POINT (-91.968948406842 41.686967221322)
2009495440,,02/13/2009,02-February,6-Friday,16:45,1600 Hours,District 6 (East Central),,,,C ST RD SW & BETHPAGE DR SW,Collision with:  Vehicle in traffic,On Roadway,"Angle, oncoming left turn",Unknown,None Indicated,N/A,Daylight,Snow,Snow,N/A,Intersection:  T-intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,7000,2,4,N/A,POINT (-91.637229137832 41.91991974842)
2009494503,,02/13/2009,02-February,6-Friday,15:39,1500 Hours,District 4 (Southwest),,,US 275,US 275,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, opposite direction",Crossed centerline (undivided),None Indicated,Weather conditions,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,N/A,Possible/Unknown,0,1,0,0,1,0,16000,3,6,N/A,POINT (-95.671487038041 40.910660839543)
2009500791,,02/13/2009,02-February,6-Friday,19:00,1900 Hours,District 5 (Southeast),,,,Co Rd F70/155TH ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Crossed centerline (undivided),None Indicated,Weather conditions,Dark - roadway not lighted,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,6000,2,2,N/A,POINT (-91.053762124849 41.508108581978)
2009493854,09-5048,02/13/2009,02-February,6-Friday,09:30,0900 Hours,District 4 (Southwest),,,,AVE G & N 21ST ST,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, opposite direction",Lost Control,None Indicated,Weather conditions,Daylight,Snow,Cloudy,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,9000,2,2,N/A,POINT (-95.87531019195 41.268043469928)
2009494234,09016881,02/13/2009,02-February,6-Friday,17:46,1700 Hours,District 2 (Northeast),,,,18TH ST & HUDSON RD & W 18TH ST,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Unknown,None Indicated,None apparent,Dark - roadway lighted,Snow,Snow,"Surface condition (e.g., wet, icy)",Intersection:  Four-way intersection,Paved,N/A,Possible/Unknown,0,1,0,0,1,0,1000,2,3,N/A,POINT (-92.46560096082 42.522231567558)
2009494203,,02/13/2009,02-February,6-Friday,19:00,1900 Hours,District 6 (East Central),,,US 20,US 20,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Crossed centerline (undivided),None Indicated,Weather conditions,Dark - roadway not lighted,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,23000,3,4,N/A,POINT (-90.989510472833 42.44079288483)
2009493833,20090004869,02/14/2009,02-February,7-Saturday,04:13,0400 Hours,District 1 (Central),,,,BUCHANAN ST,Collision with:  Parked motor vehicle,On Roadway,Rear-end (front to rear),Ran off road - right,None Indicated,None apparent,Dark - roadway not lighted,Snow,Clear,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,1000,2,1,N/A,POINT (-93.608331068939 41.597352621366)
2009492773,2009-0104O,02/15/2009,02-February,1-Sunday,13:44,1300 Hours,District 1 (Central),,,,W ELM ST & NW 3RD ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From yield sign,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,8500,2,3,N/A,POINT (-94.030783582061 42.043023206625)
2009495239,,02/16/2009,02-February,2-Monday,10:40,1000 Hours,District 6 (East Central),,,,2ND AVE SE & 10TH ST SE,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Unknown,None Indicated,N/A,Daylight,Dry,Clear,N/A,Intersection:  Four-way intersection,Paved,N/A,Possible/Unknown,0,1,0,0,1,0,0,2,2,N/A,POINT (-91.658941730975 41.982941565369)
2009495826,,02/17/2009,02-February,3-Tuesday,18:57,1800 Hours,District 6 (East Central),,,US 151,US 151 & BERTRAM RD,Collision with:  Animal,On Roadway,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,N/A,N/A,N/A,N/A,N/A,Paved,N/A,Property Damage Only,0,0,0,0,0,0,3000,1,1,N/A,POINT (-91.554783756753 41.958756046698)
2009493813,200902687,02/18/2009,02-February,4-Wednesday,13:18,1300 Hours,District 6 (East Central),,,,8TH AVE SW & 1ST ST SW,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Unknown,None Indicated,None apparent,Daylight,Wet,Rain,None apparent,Intersection:  Four-way intersection,Paved,N/A,Possible/Unknown,0,1,0,0,1,0,3500,2,3,N/A,POINT (-91.66890484006 41.969980181047)
2009494291,2009-09109,02/19/2009,02-February,5-Thursday,10:34,1000 Hours,District 6 (East Central),,,US 6,US 6/S RIVERSIDE DR,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),"Operating vehicle in an reckless, erratic, careless, negligent manner",None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,1200,2,2,N/A,POINT (-91.541859236934 41.657869904036)
2009494492,2009012632,02/20/2009,02-February,6-Friday,09:05,0900 Hours,District 4 (Southwest),,,US 169,US 169,Collision with:  Animal,On Roadway,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,N/A,N/A,N/A,N/A,N/A,Paved,N/A,Property Damage Only,0,0,0,0,0,0,2800,1,1,N/A,POINT (-94.013110676323 41.415811867781)
2009494935,20090005602,02/20/2009,02-February,6-Friday,18:10,1800 Hours,District 1 (Central),,,US 69,US 69/SE 14TH ST,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Lost Control,None Indicated,None apparent,Dark - roadway lighted,Dry,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,1100,2,2,N/A,POINT (-93.596791643715 41.528696442759)
2009496307,,02/21/2009,02-February,7-Saturday,12:20,1200 Hours,District 5 (Southeast),,,,,Collision with:  Parked motor vehicle,On Roadway,Head-on (front to front),Unknown,None Indicated,None apparent,Daylight,Snow,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,N/A,N/A,Property Damage Only,0,0,0,0,0,0,2000,2,0,N/A,POINT (-96.643700150779 40.233091251088)
2009494858,01-09-7621,02/21/2009,02-February,7-Saturday,17:48,1700 Hours,District 6 (East Central),,,,CEDAR CROSS RD,Collision with fixed object:  Utility pole/light support,On Roadway,Unknown,Driving too fast for conditions,None Indicated,None apparent,Dark - roadway lighted,Ice/frost,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,2600,1,1,N/A,POINT (-90.717241203058 42.484239395383)
2009494463,09-0760,02/22/2009,02-February,1-Sunday,17:53,1700 Hours,District 1 (Central),,,,5TH AVE S & S 31ST ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Other (explain in narrative):  Other,None Indicated,None apparent,Dusk,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,8000,2,4,N/A,POINT (-94.151901377259 42.501225706082)
2009494625,09003720,02/23/2009,02-February,2-Monday,14:54,1400 Hours,District 6 (East Central),,,IA 100,IA 100/IOWA 100 & E POST RD,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",FTYROW:  Other (explain in narrative),None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,N/A,Property Damage Only,0,0,0,0,0,0,5000,2,4,N/A,POINT (-91.599347790281 42.015364302134)
2009494944,09-0953,02/24/2009,02-February,3-Tuesday,15:21,1500 Hours,District 1 (Central),,,,NW 104TH ST & UNIVERSITY AVE & 42ND ST,Collision with:  Vehicle in traffic,On Roadway,"Angle, oncoming left turn",Made improper turn,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,13000,2,2,N/A,POINT (-93.761682176713 41.600447108275)
2009495522,09001395,02/25/2009,02-February,4-Wednesday,07:40,0700 Hours,District 6 (East Central),,,,Co Rd D42/275TH ST,Collision with fixed object:  Ditch,On Roadway,Non-collision (single vehicle),Ran off road - right,None Indicated,Weather conditions,Daylight,Ice/frost,Cloudy,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,N/A,Possible/Unknown,0,1,0,0,1,0,4500,1,2,N/A,POINT (-91.390501892434 42.390670101796)
2009495402,09-5632,02/25/2009,02-February,4-Wednesday,08:15,0800 Hours,District 3 (Northwest),,,,29TH ST & ROBINSON ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  At uncontrolled intersection,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,N/A,Possible/Unknown,0,1,0,0,1,0,5000,2,2,N/A,POINT (-96.372795890751 42.52052692148)
2009499875,,02/26/2009,02-February,5-Thursday,18:40,1800 Hours,District 6 (East Central),,,,CARTER RD,Collision with:  Parked motor vehicle,On Roadway,Head-on (front to front),Lost Control,None Indicated,None apparent,Dark - roadway lighted,Wet,Rain,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Minor Injury,0,1,0,1,0,0,20500,3,1,N/A,POINT (-90.710948716697 42.515650186808)
2009495672,HR093681,02/27/2009,02-February,6-Friday,01:52,0100 Hours,District 6 (East Central),,,,W RUSHOLME ST & MARQUETTE ST,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Ran off road - left,None Indicated,None apparent,Dark - roadway lighted,Wet,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,4000,2,777,N/A,POINT (-90.591265730344 41.544236367234)
2009497543,09-001086,02/27/2009,02-February,6-Friday,14:15,1400 Hours,District 1 (Central),,,,,Collision with:  Parked motor vehicle,On Roadway,Broadside (front to side),Unknown,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Driveway access (within),N/A,N/A,Property Damage Only,0,0,0,0,0,0,1250,2,1,N/A,POINT (-96.643700150779 40.233091251088)
2009506102,09002064,02/28/2009,02-February,7-Saturday,07:07,0700 Hours,District 3 (Northwest),,,US 30,US 30,Collision with fixed object:  Ditch,Roadside,Non-collision (single vehicle),Driving too fast for conditions,None Indicated,None apparent,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,N/A,Property Damage Only,0,0,0,0,0,0,3600,1,1,N/A,POINT (-94.642555335953 42.063096156463)
